Dataset	Experiment ID	Experiment Tag	MS Runs	Spectra Searched	Spectra ID'd	%Spectra ID'd	Distinct Peptides	Unique Peptides	Added Peptides	Cumulative Peptides	Distinct Canonical Proteins	Unique Canonical Proteins	Unique All Proteins	Added Canonical Proteins	Cumulative Canonical Proteins	Date Added	Pubmed Id or DOI	Instrument Name	Sample Category
S048,S057	8820	s057_brain-glioblastoma_phospho-imac_tmt	300	12,757,412	1,347,042	10.56 %	102,207	5,604	7,165	2,611,037	7,398		109	19	16,741	2021-11-15	33577785	Orbitrap Fusion Lumos	Cancer, Brain
S048,S057	8895	s057_brain-glioblastoma_proteome_tmt	600	24,540,712	3,474,799	14.16 %	313,930	6,885	8,652	2,619,689	11,068	1	237	19	16,760	2021-11-15	33577785	Orbitrap Fusion Lumos	Cancer, Brain
S058	8760	s058_lung-lscc_acetylome-ptmscan_tmt	176	10,423,902	983,760	9.44 %	49,347	1,323	1,517	2,621,206	3,749		6	1	16,761	2021-11-15	31953384	Q Exactive HF-X	Cancer, Lung
S058	8810	s058_lung-lscc_phospho-imac_tmt	572	24,804,566	2,173,730	8.76 %	98,095	2,494	3,179	2,624,385	6,568		37	5	16,766	2021-11-15	31953384	Orbitrap Fusion Lumos	Cancer, Lung
S058	8755	s058_lung-lscc_proteome_tmt	1,100	44,242,726	8,195,890	18.52 %	426,290	11,509	13,633	2,638,018	11,559		182	6	16,772	2021-11-15	31953384	Q Exactive HF-X	Cancer, Lung
S058	8819	s058_lung-lscc_ubiquitin-kegg_tmt	60	3,032,092	309,115	10.19 %	23,434	3,838	4,271	2,642,289	2,882		45	7	16,779	2021-11-15	31953384	Orbitrap Fusion Lumos	Cancer, Lung
S059	8796	s059_ovary-hgsc_n-glyco_tmt	78	2,327,064	192,795	8.28 %	3,780	0	0	2,642,289	406			0	16,779	2021-11-15	33086064	Q Exactive	Cancer, Ovary
S059	8736	s059_ovary-hgsc_proteome_tmt	702	22,130,289	3,294,542	14.89 %	133,684	3,864	4,411	2,646,700	8,202		63	7	16,786	2021-11-15	33086064	Q Exactive	Cancer, Ovary
S060	8880	s060_breastcancer_acetylome-ptmscan_tmt	1,028	50,861,995	960,335	1.89 %	49,105	0	0	2,646,700	3,672			0	16,786	2021-11-15	33212010	Orbitrap Fusion Lumos	Cancer, Breast
S060	8826	s060_breastcancer_phospho-imac_tmt	221	9,959,637	1,705,421	17.12 %	115,099	423	565	2,647,265	6,845			0	16,786	2021-11-15	33212010	Orbitrap Fusion Lumos	Cancer, Breast
S060	8828	s060_breastcancer_proteome_tmt	950	38,663,817	5,707,034	14.76 %	445,527	694	875	2,648,140	10,899		3	0	16,786	2021-11-15	33212010	Orbitrap Fusion Lumos	Cancer, Breast
S061	8873	s061_pancrea-pdac_phospho-imac_tmt	600	28,772,128	2,219,973	7.72 %	103,601	12,880	14,087	2,662,227	5,701		97	2	16,788	2021-11-15		Orbitrap Fusion Lumos	Cancer, Pancreas
S061	8815	s061_pancrea-pdac_proteome_tmt	1,250	52,958,572	8,120,837	15.33 %	351,074	21,786	22,687	2,684,914	10,037		106	1	16,789	2021-11-15		Orbitrap Fusion Lumos	Cancer, Pancreas
S062	8759	s062_aml_gilteritinib_resistance_phospho-imac_tmt	48	2,537,744	237,047	9.34 %	35,238	573	1,243	2,686,157	3,713		4	1	16,790	2021-11-15	34171263	Orbitrap Fusion Lumos	Cancer Cell Lines, Blood
S062	8840	s062_aml_gilteritinib_resistance_proteome_tmt	96	4,869,794	903,138	18.55 %	121,540	789	1,966	2,688,123	6,773		21	2	16,792	2021-11-15	34171263	Orbitrap Fusion Lumos	Cancer Cell Lines, Blood
S062	8791	s062_aml_gilteritinib_timecourse_phospho-imac_tmt	36	1,701,524	199,479	11.72 %	49,314	1,197	1,747	2,689,870	4,637		8	1	16,793	2021-11-15	34171263	Orbitrap Fusion Lumos	Cancer Cell Lines, Blood
S062	8727	s062_aml_gilteritinib_timecourse_proteome_tmt	72	3,245,910	483,819	14.91 %	132,043	1,523	2,630	2,692,500	7,134		73	2	16,795	2021-11-15	34171263	Orbitrap Fusion Lumos	Cancer Cell Lines, Blood
S062	8888	s062_aml_quizartinib_resistance_phospho-imac_tmt	24	1,215,882	119,187	9.80 %	28,934	455	506	2,693,006	3,245		14	0	16,795	2021-11-15	34171263	Orbitrap Fusion Lumos	Cancer Cell Lines, Blood
S062	8844	s062_aml_quizartinib_resistance_proteome_tmt	48	2,361,772	402,485	17.04 %	121,566	595	796	2,693,802	6,474		47	0	16,795	2021-11-15	34171263	Orbitrap Fusion Lumos	Cancer Cell Lines, Blood
PXD000803	9683	Brain_Alzheimer_Chr11	48	445,198	135,357	30.40 %	29,542	155	266	2,694,068	3,016		3	0	16,795	2022-11-09	23286719	LTQ Orbitrap XL	Brain
PXD000803	9712	Brain_Epilepsy_Chr11	49	438,358	126,715	28.91 %	32,044	75	117	2,694,185	3,200		1	1	16,796	2022-11-09	23286719	LTQ Orbitrap XL	Brain
PXD000803	9796	Brain_Normal_Chr11	48	449,095	123,396	27.48 %	31,592	136	146	2,694,331	3,125		8	0	16,796	2022-11-09	23286719	LTQ Orbitrap XL	Brain
PXD001406	9662	LCLs_HapMapYoruba_MSB12954	40	473,147	66,890	14.14 %	23,295	10	23	2,694,354	2,326			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9746	LCLs_HapMapYoruba_MSB13305	40	382,871	50,570	13.21 %	20,326	10	19	2,694,373	2,183		11	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9672	LCLs_HapMapYoruba_MSB13306	44	422,500	56,745	13.43 %	22,429	6	20	2,694,393	2,307			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9747	LCLs_HapMapYoruba_MSB13307	47	405,340	53,456	13.19 %	17,763	3	7	2,694,400	2,032			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9748	LCLs_HapMapYoruba_MSB13309	42	447,980	53,042	11.84 %	19,734	8	14	2,694,414	2,259			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9656	LCLs_HapMapYoruba_MSB14158	40	436,432	60,898	13.95 %	22,241	2	17	2,694,431	2,380			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9691	LCLs_HapMapYoruba_MSB14159	40	422,393	63,039	14.92 %	25,318	14	27	2,694,458	2,545			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9749	LCLs_HapMapYoruba_MSB14160	40	422,748	58,647	13.87 %	22,115	3	5	2,694,463	2,432		1	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9750	LCLs_HapMapYoruba_MSB14161	40	414,413	61,920	14.94 %	23,800	11	22	2,694,485	2,490		2	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9667	LCLs_HapMapYoruba_MSB14162	40	416,852	63,859	15.32 %	24,122	3	11	2,694,496	2,497			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9702	LCLs_HapMapYoruba_MSB14194	40	379,403	54,789	14.44 %	23,310	7	13	2,694,509	2,531		3	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9751	LCLs_HapMapYoruba_MSB14195	40	390,797	63,225	16.18 %	25,373	7	26	2,694,535	2,750			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9674	LCLs_HapMapYoruba_MSB14196	40	358,853	51,882	14.46 %	18,231	2	7	2,694,542	2,096			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9679	LCLs_HapMapYoruba_MSB14197	40	365,942	57,027	15.58 %	22,907	5	9	2,694,551	2,580			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9724	LCLs_HapMapYoruba_MSB14198	40	359,571	57,808	16.08 %	20,279	8	14	2,694,565	2,286			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9752	LCLs_HapMapYoruba_MSB14202	40	382,799	53,757	14.04 %	21,632	3	5	2,694,570	2,380			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9753	LCLs_HapMapYoruba_MSB14203	40	386,859	53,921	13.94 %	19,721	3	5	2,694,575	2,162		1	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9699	LCLs_HapMapYoruba_MSB14204	40	400,431	59,942	14.97 %	23,653	6	10	2,694,585	2,663			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9723	LCLs_HapMapYoruba_MSB14205	40	391,146	53,047	13.56 %	21,377	8	9	2,694,594	2,274		2	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9754	LCLs_HapMapYoruba_MSB14206	40	404,760	55,047	13.60 %	21,689	3	3	2,694,597	2,413			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9755	LCLs_HapMapYoruba_MSB14223	40	382,617	42,983	11.23 %	16,940	3	3	2,694,600	1,964			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9756	LCLs_HapMapYoruba_MSB14224	40	378,071	44,421	11.75 %	18,778	6	11	2,694,611	2,158		1	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9757	LCLs_HapMapYoruba_MSB14225	40	382,439	39,080	10.22 %	17,009	6	7	2,694,618	2,033			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9669	LCLs_HapMapYoruba_MSB14226	41	373,746	37,934	10.15 %	14,309	5	6	2,694,624	1,731			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9698	LCLs_HapMapYoruba_MSB14227	40	363,768	40,689	11.19 %	17,383	1	3	2,694,627	2,022			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9696	LCLs_HapMapYoruba_MSB14230	40	362,698	48,033	13.24 %	18,474	3	4	2,694,631	2,114			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9758	LCLs_HapMapYoruba_MSB14231	40	332,275	42,859	12.90 %	17,643	1	3	2,694,634	1,983			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9759	LCLs_HapMapYoruba_MSB14232	40	381,426	42,277	11.08 %	18,265	5	7	2,694,641	2,071			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9680	LCLs_HapMapYoruba_MSB14233	40	363,808	39,934	10.98 %	17,975	16	21	2,694,662	1,992		8	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9760	LCLs_HapMapYoruba_MSB14234	40	367,480	40,344	10.98 %	14,479	2	2	2,694,664	1,713			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9761	LCLs_HapMapYoruba_MSB14316	37	344,177	43,170	12.54 %	16,011	1	4	2,694,668	1,830			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9693	LCLs_HapMapYoruba_MSB14317	40	404,282	60,597	14.99 %	22,932	4	5	2,694,673	2,411			0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9762	LCLs_HapMapYoruba_MSB14318	40	385,926	55,014	14.26 %	21,206	10	10	2,694,683	2,236		3	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9660	LCLs_HapMapYoruba_MSB14319	40	403,950	49,604	12.28 %	18,591	1	2	2,694,685	2,130		1	0	16,796	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9763	LCLs_HapMapYoruba_MSB14320	40	371,406	48,812	13.14 %	17,238	4	4	2,694,689	1,929		4	1	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9764	LCLs_HapMapYoruba_MSB14328	40	430,195	51,384	11.94 %	18,576	5	7	2,694,696	2,005			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9765	LCLs_HapMapYoruba_MSB14329	45	430,552	47,627	11.06 %	18,084	3	4	2,694,700	1,905		1	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9766	LCLs_HapMapYoruba_MSB14330	40	379,407	34,657	9.13 %	13,917	1	1	2,694,701	1,582			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9654	LCLs_HapMapYoruba_MSB14331	40	377,168	41,653	11.04 %	17,199	5	5	2,694,706	1,858		2	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9678	LCLs_HapMapYoruba_MSB14332	40	378,408	36,189	9.56 %	10,548	8	10	2,694,716	1,178			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9767	LCLs_HapMapYoruba_MSB14351	40	373,635	43,053	11.52 %	15,585	1	2	2,694,718	1,947			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9716	LCLs_HapMapYoruba_MSB14352	42	392,863	48,106	12.24 %	19,023	6	7	2,694,725	2,142			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9687	LCLs_HapMapYoruba_MSB14354	40	395,996	44,785	11.31 %	18,281	3	5	2,694,730	2,145			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9768	LCLs_HapMapYoruba_MSB14355	40	384,863	43,286	11.25 %	19,283	5	6	2,694,736	2,214			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9769	LCLs_HapMapYoruba_MSB14407	40	400,830	51,729	12.91 %	19,360	4	7	2,694,743	2,236			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9659	LCLs_HapMapYoruba_MSB14408	40	385,181	51,763	13.44 %	19,448	8	9	2,694,752	2,231			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9770	LCLs_HapMapYoruba_MSB14409	40	390,315	57,621	14.76 %	21,161	4	5	2,694,757	2,361			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9771	LCLs_HapMapYoruba_MSB14410	40	423,280	64,631	15.27 %	21,084	5	9	2,694,766	2,405			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9694	LCLs_HapMapYoruba_MSB14411	40	395,974	52,697	13.31 %	20,528	4	5	2,694,771	2,397			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9715	LCLs_HapMapYoruba_MSB14446	40	397,115	54,756	13.79 %	20,956	2	5	2,694,776	2,417		4	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9709	LCLs_HapMapYoruba_MSB15024	40	406,135	58,428	14.39 %	23,676	4	7	2,694,783	2,709			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9772	LCLs_HapMapYoruba_MSB15025	40	397,324	53,969	13.58 %	22,072	6	6	2,694,789	2,456			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9692	LCLs_HapMapYoruba_MSB15026	40	417,575	57,911	13.87 %	23,761	4	4	2,694,793	2,608		1	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9725	LCLs_HapMapYoruba_MSB15027	40	412,429	53,250	12.91 %	23,104	7	8	2,694,801	2,506			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9773	LCLs_HapMapYoruba_MSB15028	40	409,137	61,033	14.92 %	25,246	5	6	2,694,807	2,649			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9774	LCLs_HapMapYoruba_MSB15029	40	384,264	44,001	11.45 %	19,641	2	4	2,694,811	2,316			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9664	LCLs_HapMapYoruba_MSB15030	40	371,675	41,303	11.11 %	18,039	3	3	2,694,814	2,051		7	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9681	LCLs_HapMapYoruba_MSB15031	40	384,404	37,683	9.80 %	14,894	4	8	2,694,822	1,847			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9714	LCLs_HapMapYoruba_MSB15032	40	402,661	39,394	9.78 %	16,897	6	6	2,694,828	1,926		6	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9775	LCLs_HapMapYoruba_MSB15033	40	385,920	34,975	9.06 %	14,199	7	8	2,694,836	1,714			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9776	LCLs_HapMapYoruba_MSB15034	40	393,317	43,964	11.18 %	17,946	13	13	2,694,849	1,995		1	0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9684	LCLs_HapMapYoruba_MSB15035	40	412,014	56,452	13.70 %	20,433	7	7	2,694,856	2,262			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9677	LCLs_HapMapYoruba_MSB15036	40	394,365	47,342	12.00 %	19,686	6	9	2,694,865	2,107			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9777	LCLs_HapMapYoruba_MSB15037	40	340,409	47,630	13.99 %	17,073	4	4	2,694,869	2,155			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001406	9778	LCLs_HapMapYoruba_MSB15038	40	338,348	49,474	14.62 %	17,961	4	4	2,694,873	2,085			0	16,797	2022-11-09	25657249	Orbitrap Velos Pro	Non Cancer Cell Lines
PXD001581	9733	retrobulbar-optic-nerve_proteome	60	540,945	164,549	30.42 %	17,736	30	44	2,694,917	1,684		1	1	16,798	2022-11-09	27538499	Orbitrap Elite	Eye
PXD002279	8972	urine_exosome_healthy_trypsin	12	502,002	82,161	16.37 %	20,987	839	967	2,695,884	1,175		8	0	16,798	2022-02-03	26561651	Q Exactive	Urine
PXD002453	9686	A549_epigenetic-manipulated	10	335,349	122,097	36.41 %	36,577	70	86	2,695,970	4,432		4	0	16,798	2022-11-09	26202631	AB Sciex 5600 QTOF	Cancer Cell Lines, Lung
PXD002453	9801	HCT116_epigenetic-manipulated	10	291,045	106,672	36.65 %	35,603	47	58	2,696,028	4,531		2	0	16,798	2022-11-09	26202631	AB Sciex 5600 QTOF	Cancer Cell Lines, Digestive System
PXD002453	9802	97H_epigenetic-manipulated	10	235,732	91,185	38.68 %	30,702	48	53	2,696,081	4,258			1	16,799	2022-11-09	26202631	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD002761	8970	urine_renal-transplant-injury_itraq	172	2,385,885	80,962	3.39 %	8,299	295	395	2,696,476	614		4	0	16,799	2022-02-03		LTQ Orbitrap Velos	Urine
PXD004223	9732	sclera_proteome	60	534,029	155,207	29.06 %	11,182	91	99	2,696,575	1,133	1	5	1	16,800	2022-11-09	27538499	Orbitrap Elite	Eye
PXD004713	8958	urine_over60_UP	28	660,927	101,731	15.39 %	2,473	17	59	2,696,634	230			0	16,800	2022-02-03	28042331	Q Exactive	Urine
PXD004713	8966	urine_over60_SU	42	2,334,897	251,295	10.76 %	9,539	49	90	2,696,724	771		2	0	16,800	2022-02-03	28042331	Q Exactive	Urine
PXD005291	9685	A549_LWP_proteome	4	75,362	24,167	32.07 %	3,820	6	13	2,696,737	554			0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Lung
PXD005291	9705	A549_proteome	4	9,790	2,650	27.07 %	893	2	2	2,696,739	126			0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Lung
PXD005291	9779	H1299_LWP_proteome	4	101,581	31,400	30.91 %	4,472	27	29	2,696,768	611		1	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Lung
PXD005291	9780	H1299_proteome	4	4,792	1,954	40.78 %	713	4	5	2,696,773	108		13	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Lung
PXD005291	9655	HBE_LWP_proteome	4	98,881	34,745	35.14 %	5,844	19	24	2,696,797	833		3	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Lung
PXD005291	9689	HBE_proteome	4	9,301	3,675	39.51 %	1,234	0	0	2,696,797	204			0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Lung
PXD005291	9717	Hep3B_LWP_proteome	4	88,181	22,116	25.08 %	3,740	16	17	2,696,814	546		4	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD005291	9666	Hep3B_proteome	3	2,145	725	33.80 %	274	3	3	2,696,817	35		7	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD005291	9781	MHCC97H_LWP_proteome	3	90,462	26,957	29.80 %	4,654	14	19	2,696,836	643		9	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD005291	9782	MHCC97H_proteome	4	53,353	16,091	30.16 %	3,476	15	17	2,696,853	455		3	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD005291	9676	MHCCLM3_LWP_proteome	3	72,230	20,378	28.21 %	3,835	30	35	2,696,888	524		4	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD005291	9783	MHCCLM3_proteome	4	95,851	23,795	24.82 %	3,728	19	21	2,696,909	481		1	0	16,800	2022-11-09	31340039	AB Sciex 5600 QTOF	Cancer Cell Lines, Liver
PXD006271	9657	hESCs_sub-cellular-proteomics	18	369,659	103,270	27.94 %	14,390	32	33	2,696,942	1,764		1	0	16,800	2022-11-09	28435121	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD006438	8965	urine_NPS	20	690,297	47,605	6.90 %	5,831	55	86	2,697,028	429		1	0	16,800	2022-02-03	29117212	Q Exactive	Urine
PXD006438	8969	urine_PS	30	1,123,437	101,338	9.02 %	9,539	104	176	2,697,204	630			0	16,800	2022-02-03	29117212	Q Exactive	Urine
PXD006438	8973	urine_PT	24	814,566	62,121	7.63 %	7,813	140	180	2,697,384	493			0	16,800	2022-02-03	29117212	Q Exactive	Urine
PXD006438	8955	urine_SH	24	853,050	82,203	9.64 %	10,224	82	98	2,697,482	623			0	16,800	2022-02-03	29117212	Q Exactive	Urine
PXD006633	9727	hek293t_dimethyl_tail_fusion	24	528,223	186,487	35.30 %	34,204	2,606	9,170	2,706,652	3,513		46	6	16,806	2022-11-09	29162641	AB Sciex 5600 QTOF	Non Cancer Cell Lines
PXD006633	9737	colon_dimethyl_tail_elite	59	626,450	110,813	17.69 %	17,188	1,213	3,870	2,710,522	1,477		2	0	16,806	2022-11-09	29162641	Orbitrap Elite	Digestive System
PXD006633	9688	colon_dimethyl_tail_fusion	23	444,475	136,284	30.66 %	25,109	1,776	2,596	2,713,118	2,035		2	0	16,806	2022-11-09	29162641	AB Sciex 5600 QTOF	Digestive System
PXD006633	9707	hek293t_dimethyl_tail_elite	24	319,269	86,244	27.01 %	29,431	4,938	7,390	2,720,508	2,763		27	2	16,808	2022-11-09	29162641	Orbitrap Elite	Non Cancer Cell Lines
PXD006633	9738	huvec_dimethyl_tail	25	1,415,394	414,481	29.28 %	79,574	24,263	25,286	2,745,794	5,690		115	6	16,814	2022-11-09	29162641	AB Sciex 5600 QTOF	Other Gestational Structure
PXD006633	9682	substantia-nigra_dimethyl_tail_elite	24	207,096	42,807	20.67 %	15,023	984	2,463	2,748,257	1,518		12	2	16,816	2022-11-09	29162641	Orbitrap Elite	Brain
PXD006633	9713	substantia-nigra_dimethyl_tail_fusion	23	532,499	66,092	12.41 %	20,865	2,326	2,395	2,750,652	1,968		11	2	16,818	2022-11-09	29162641	AB Sciex 5600 QTOF	Brain
PXD010469	8963	urine_VUR_ctrl	54	4,064,616	432,049	10.63 %	18,985	149	396	2,751,048	1,222			0	16,818	2022-02-03	31896675	Q Exactive	Urine
PXD010469	8964	urine_VUR-UTI-renalDamage	44	3,319,557	340,011	10.24 %	18,805	263	309	2,751,357	1,238			0	16,818	2022-02-03	31896675	Q Exactive	Urine
PXD010471	8956	uhCG	88	3,223,779	107,703	3.34 %	4,866	911	973	2,752,330	279		6	0	16,818	2022-02-03	30883802	Q Exactive Plus	Urine
PXD010560	9798	frontal-cortex_ADvsCtrl_tmt	48	1,552,010	439,080	28.29 %	110,123	2,444	2,515	2,754,845	6,612		28	0	16,818	2022-11-09	32614981	Orbitrap Fusion Lumos	Brain
PXD010776	9739	SH-SY5Y_itraq	24	184,629	75,840	41.08 %	21,728	24	24	2,754,869	2,168		1	0	16,818	2022-11-09	30145218	LTQ Orbitrap Velos	Cancer Cell Lines, Other Anatomical Entities
PXD010812	9730	liver_ischemia-reperfusion_tmt	54	668,209	220,936	33.06 %	49,848	78	81	2,754,950	3,874		3	0	16,818	2022-11-09	30700158	Q Exactive Plus	Liver
PXD014031	9745	iPSC_fullProteome	24	2,264,635	478,319	21.12 %	94,385	2,937	3,149	2,758,099	7,002		48	10	16,828	2022-11-09	32139545	Q Exactive HF-X	Non Cancer Cell Lines
PXD014381	9740	SH-SY5Y_proteome_120h	18	741,146	278,341	37.56 %	21,991	8	28	2,758,127	2,283			0	16,828	2022-11-09	32202429	Orbitrap Elite	Cancer Cell Lines, Other Anatomical Entities
PXD014381	9695	SH-SY5Y_temporal_proteomic_profile	45	1,243,020	679,000	54.63 %	23,618	6	11	2,758,138	2,359		3	0	16,828	2022-11-09	32202429	Orbitrap Elite	Cancer Cell Lines, Other Anatomical Entities
PXD014381	9741	SH-SY5Y_BHA_NAC_proteome	30	595,474	317,300	53.29 %	15,601	2	2	2,758,140	1,682			0	16,828	2022-11-09	32202429	Orbitrap Elite	Cancer Cell Lines, Other Anatomical Entities
PXD014381	9742	SH-SY5Y_redox_proteome	29	1,283,389	284,811	22.19 %	27,598	49	59	2,758,199	2,687		1	1	16,829	2022-11-09	32202429	Q Exactive Plus	Cancer Cell Lines, Other Anatomical Entities
PXD016433	8983	urine_CKD-stage1-2-3	180	8,956,230	1,037,365	11.58 %	26,645	660	879	2,759,078	1,389		18	2	16,831	2022-02-03	33453410	Q Exactive Plus	Urine
PXD016433	8967	urine_CKD_healthy-ctrl	36	1,563,336	254,714	16.29 %	15,185	192	213	2,759,291	1,181		8	0	16,831	2022-02-03	33453410	Q Exactive Plus	Urine
